MUNICIPIO,CULTIVO,PERIODO,Area Sembrada (ha),Area Cosechada (ha),Produccion (t)
raquira,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
raquira,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
rondon,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
rondon,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
saboya,papa,2020a,[310.9-620.8],[280.71997-560.63995],[6000.45-12000.4]
saboya,papa,2020b,[620.8-930.69995],[560.63995-840.55994],[12000.4-18000.352]
saboya,papa,2020a,[2170.3-2480.2],[1960.2397-2240.1597],[36000.2-42000.15]
saboya,papa,2020b,[2480.2-2790.0999],[2240.1597-2520.0796],[48000.098-54000.047]
samaca,papa,2020a,[310.9-620.8],[280.71997-560.63995],[12000.4-18000.352]
samaca,papa,2020b,[620.8-930.69995],[840.55994-1120.48],[18000.352-24000.3]
san-miguel-de-sema,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
san-miguel-de-sema,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
san-miguel-de-sema,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
san-miguel-de-sema,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
santa-rosa-de-viterbo,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
santa-rosa-de-viterbo,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
santa-rosa-de-viterbo,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
santa-rosa-de-viterbo,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
santa-sofia,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
sativanorte,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
sativasur,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
sativasur,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
siachoque,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
siachoque,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
soata,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
socota,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
socota,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
socota,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
socota,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
socha,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
socha,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
sogamoso,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
sogamoso,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
sogamoso,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
sogamoso,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
somondoco,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
somondoco,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
sora,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
sora,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
sotaquira,papa,2020a,[310.9-620.8],[280.71997-560.63995],[6000.45-12000.4]
soraca,papa,2020a,[310.9-620.8],[280.71997-560.63995],[6000.45-12000.4]
soraca,papa,2020b,[310.9-620.8],[560.63995-840.55994],[6000.45-12000.4]
soraca,papa,2020a,[620.8-930.69995],[560.63995-840.55994],[24000.3-30000.25]
soraca,papa,2020b,[620.8-930.69995],[560.63995-840.55994],[18000.352-24000.3]
susacon,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
susacon,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
sutamarchan,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
sutamarchan,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tasco,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tasco,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tasco,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tasco,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tibana,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tibana,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tibasosa,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tibasosa,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tinjaca,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tinjaca,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tinjaca,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tinjaca,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tipacoque,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tipacoque,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
toca,papa,2020a,[1240.6-1550.5],[1400.3999-1680.3198],[24000.3-30000.25]
toca,papa,2020b,[930.69995-1240.6],[1120.48-1400.3999],[18000.352-24000.3]
togui,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
togui,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
topaga,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
topaga,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tota,papa,2020a,[310.9-620.8],[280.71997-560.63995],[0.5-6000.45]
tota,papa,2020b,[310.9-620.8],[280.71997-560.63995],[6000.45-12000.4]
turmeque,papa,2020a,[310.9-620.8],[280.71997-560.63995],[6000.45-12000.4]
turmeque,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tuta,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tuta,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tutaza,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tutaza,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tutaza,papa,2020a,[310.9-620.8],[280.71997-560.63995],[12000.4-18000.352]
tutaza,papa,2020b,[310.9-620.8],[280.71997-560.63995],[12000.4-18000.352]
umbita,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
umbita,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
umbita,papa,2020a,[310.9-620.8],[280.71997-560.63995],[6000.45-12000.4]
umbita,papa,2020b,[620.8-930.69995],[560.63995-840.55994],[12000.4-18000.352]
ventaquemada,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
ventaquemada,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
ventaquemada,papa,2020a,[1240.6-1550.5],[1120.48-1400.3999],[36000.2-42000.15]
ventaquemada,papa,2020b,[1860.4-2170.3],[1960.2397-2240.1597],[54000.047-60000.0]
viracacha,papa,2020a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
viracacha,papa,2020b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
viracacha,papa,2020a,[310.9-620.8],[280.71997-560.63995],[0.5-6000.45]
viracacha,papa,2020b,[310.9-620.8],[280.71997-560.63995],[0.5-6000.45]
tunja,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tunja,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tunja,papa,2021a,[1240.6-1550.5],[1400.3999-1680.3198],[24000.3-30000.25]
tunja,papa,2021b,[1240.6-1550.5],[1400.3999-1680.3198],[24000.3-30000.25]
almeida,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
almeida,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
aquitania,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
aquitania,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
aquitania,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
aquitania,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
arcabuco,papa,2021a,[1240.6-1550.5],[1120.48-1400.3999],[24000.3-30000.25]
arcabuco,papa,2021b,[1240.6-1550.5],[1120.48-1400.3999],[24000.3-30000.25]
belen,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
belen,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
belen,papa,2021a,[310.9-620.8],[280.71997-560.63995],[0.5-6000.45]
belen,papa,2021b,[310.9-620.8],[280.71997-560.63995],[0.5-6000.45]
beteitiva,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
beteitiva,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
beteitiva,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
beteitiva,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
boyaca,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
boyaca,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
buenavista,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
buenavista,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
busbanza,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
caldas,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
caldas,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
caldas,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
caldas,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
cerinza,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
cerinza,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
chinavita,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
chinavita,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
chiquinquira,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
chiquinquira,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
chiquinquira,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
chiquinquira,papa,2021b,[1.0-310.9],[280.71997-560.63995],[0.5-6000.45]
chiscas,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
chiscas,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
chita,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
chita,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
chivata,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
chivata,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
cienega,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
cienega,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
combita,papa,2021a,[620.8-930.69995],[560.63995-840.55994],[12000.4-18000.352]
combita,papa,2021b,[310.9-620.8],[280.71997-560.63995],[6000.45-12000.4]
corrales,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
corrales,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
cucaita,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
cucaita,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
cuitiva,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
cuitiva,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
cuitiva,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
cuitiva,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
chiquiza,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
chiquiza,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
chiquiza,papa,2021a,[620.8-930.69995],[560.63995-840.55994],[12000.4-18000.352]
chiquiza,papa,2021b,[620.8-930.69995],[560.63995-840.55994],[12000.4-18000.352]
chivor,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
chivor,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
duitama,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
duitama,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
duitama,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
duitama,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
el-cocuy,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
el-cocuy,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
el-espino,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
el-espino,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
firavitoba,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
firavitoba,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
floresta,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
gachantiva,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
gachantiva,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
gameza,papa,2021a,[310.9-620.8],[280.71997-560.63995],[0.5-6000.45]
gameza,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
garagoa,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
garagoa,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
guacamayas,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
guacamayas,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
guican,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
guican,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
guican,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
guican,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
iza,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
jenesano,papa,2021a,[310.9-620.8],[280.71997-560.63995],[6000.45-12000.4]
jenesano,papa,2021b,[310.9-620.8],[280.71997-560.63995],[6000.45-12000.4]
jerico,papa,2021a,[1.0-310.9],[280.71997-560.63995],[0.5-6000.45]
jerico,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
labranzagrande,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
la-uvita,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
la-uvita,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
la-uvita,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
la-uvita,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
villa-de-leiva,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
villa-de-leiva,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
macanal,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
macanal,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
maripi,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
maripi,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
mongua,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
mongua,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
mongui,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
mongui,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
mongui,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
mongui,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
motavita,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
motavita,papa,2021a,[620.8-930.69995],[840.55994-1120.48],[24000.3-30000.25]
motavita,papa,2021b,[310.9-620.8],[280.71997-560.63995],[6000.45-12000.4]
nobsa,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
nobsa,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
nuevo-colon,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
nuevo-colon,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
oicata,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
oicata,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
pachavita,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
pachavita,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
paipa,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
paipa,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
panqueba,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
panqueba,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
pauna,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
pauna,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
pauna,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
pauna,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
paz-de-rio,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
paz-de-rio,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
pesca,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
ramiriqui,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
ramiriqui,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
ramiriqui,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
ramiriqui,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
raquira,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
raquira,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
rondon,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
rondon,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
saboya,papa,2021a,[310.9-620.8],[280.71997-560.63995],[6000.45-12000.4]
saboya,papa,2021b,[620.8-930.69995],[560.63995-840.55994],[6000.45-12000.4]
saboya,papa,2021a,[1860.4-2170.3],[1960.2397-2240.1597],[36000.2-42000.15]
saboya,papa,2021b,[2480.2-2790.0999],[2240.1597-2520.0796],[42000.15-48000.098]
samaca,papa,2021a,[620.8-930.69995],[560.63995-840.55994],[12000.4-18000.352]
samaca,papa,2021b,[620.8-930.69995],[560.63995-840.55994],[12000.4-18000.352]
san-jose-de-pare,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
san-miguel-de-sema,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
san-miguel-de-sema,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
san-miguel-de-sema,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
san-miguel-de-sema,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
santa-rosa-de-viterbo,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
santa-rosa-de-viterbo,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
santa-rosa-de-viterbo,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
santa-rosa-de-viterbo,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
santa-sofia,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
sativanorte,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
sativasur,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
sativasur,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
siachoque,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
siachoque,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
soata,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
socota,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
socota,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
socota,papa,2021a,[1.0-310.9],[280.71997-560.63995],[0.5-6000.45]
socota,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
socha,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
socha,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
sogamoso,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
sogamoso,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
sogamoso,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
sogamoso,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
somondoco,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
somondoco,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
sora,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
sora,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
sotaquira,papa,2021a,[310.9-620.8],[280.71997-560.63995],[12000.4-18000.352]
sotaquira,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
soraca,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
soraca,papa,2021b,[310.9-620.8],[280.71997-560.63995],[6000.45-12000.4]
soraca,papa,2021a,[310.9-620.8],[280.71997-560.63995],[6000.45-12000.4]
soraca,papa,2021b,[310.9-620.8],[560.63995-840.55994],[12000.4-18000.352]
susacon,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
susacon,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
sutamarchan,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
sutamarchan,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tasco,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tasco,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tasco,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tasco,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tibana,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tibana,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tibasosa,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tibasosa,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tinjaca,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tinjaca,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tinjaca,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tinjaca,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tipacoque,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tipacoque,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
toca,papa,2021a,[1240.6-1550.5],[1400.3999-1680.3198],[48000.098-54000.047]
toca,papa,2021b,[620.8-930.69995],[840.55994-1120.48],[12000.4-18000.352]
togui,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
togui,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
topaga,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
topaga,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tota,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tota,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
turmeque,papa,2021a,[1.0-310.9],[0.8-280.71997],[6000.45-12000.4]
turmeque,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tuta,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tuta,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tutaza,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tutaza,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
tutaza,papa,2021a,[310.9-620.8],[280.71997-560.63995],[6000.45-12000.4]
tutaza,papa,2021b,[310.9-620.8],[280.71997-560.63995],[6000.45-12000.4]
umbita,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
umbita,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
umbita,papa,2021a,[310.9-620.8],[280.71997-560.63995],[6000.45-12000.4]
umbita,papa,2021b,[620.8-930.69995],[560.63995-840.55994],[12000.4-18000.352]
ventaquemada,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
ventaquemada,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
ventaquemada,papa,2021a,[1550.5-1860.4],[1400.3999-1680.3198],[42000.15-48000.098]
viracacha,papa,2021a,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
viracacha,papa,2021b,[1.0-310.9],[0.8-280.71997],[0.5-6000.45]
viracacha,papa,2021a,[310.9-620.8],[280.71997-560.63995],[0.5-6000.45]
viracacha,papa,2021b,[310.9-620.8],[280.71997-560.63995],[0.5-6000.45]
